caseId,category,expected,actual,result
projection.I015@orange,projection_150,PASS,PASS,PASS
determinism.I015@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i015_orange_150075
baseItemId=4:I015
rarity=6:orange
generationVersion=1:1
rootSeed=6:150075
cultivationPotentialProfileId=34:candidate_core_profile_i015_orange
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:5
statId=5:guard
statRawUnits=2:50
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1736
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=4:1214
eligibleCoreEffectId=22:candidate_core_i015_01
eligibleCoreEffectId=22:candidate_core_i015_02
eligibleCoreEffectId=22:candidate_core_i015_03
eligibleCoreEffectId=22:candidate_core_i015_04
eligibleCoreEffectId=28:candidate_core_i015_ultimate
visibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_02
visibleCoreEffectId=22:candidate_core_i015_03
visibleCoreEffectId=22:candidate_core_i015_04
visibleCoreEffectId=28:candidate_core_i015_ultimate
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i015_orange_150075
baseItemId=4:I015
rarity=6:orange
generationVersion=1:1
rootSeed=6:150075
cultivationPotentialProfileId=34:candidate_core_profile_i015_orange
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:5
statId=5:guard
statRawUnits=2:50
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1736
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=4:1214
eligibleCoreEffectId=22:candidate_core_i015_01
eligibleCoreEffectId=22:candidate_core_i015_02
eligibleCoreEffectId=22:candidate_core_i015_03
eligibleCoreEffectId=22:candidate_core_i015_04
eligibleCoreEffectId=28:candidate_core_i015_ultimate
visibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_02
visibleCoreEffectId=22:candidate_core_i015_03
visibleCoreEffectId=22:candidate_core_i015_04
visibleCoreEffectId=28:candidate_core_i015_ultimate
buildQualification=9:FaMenOnly
",PASS
roll.I016@white,roll_150,PASS,PASS,PASS
projection.I016@white,projection_150,PASS,PASS,PASS
determinism.I016@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i016_white_150076
baseItemId=4:I016
rarity=5:white
generationVersion=1:1
rootSeed=6:150076
cultivationPotentialProfileId=33:candidate_core_profile_i016_white
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:2
statId=5:guard
statRawUnits=2:20
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:344
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:254
eligibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i016_white_150076
baseItemId=4:I016
rarity=5:white
generationVersion=1:1
rootSeed=6:150076
cultivationPotentialProfileId=33:candidate_core_profile_i016_white
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:2
statId=5:guard
statRawUnits=2:20
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:344
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:254
eligibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_01
buildQualification=4:None
",PASS
roll.I016@green,roll_150,PASS,PASS,PASS
projection.I016@green,projection_150,PASS,PASS,PASS
determinism.I016@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i016_green_150077
baseItemId=4:I016
rarity=5:green
generationVersion=1:1
rootSeed=6:150077
cultivationPotentialProfileId=33:candidate_core_profile_i016_green
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:3
statId=5:guard
statRawUnits=2:26
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:564
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:580
eligibleCoreEffectId=22:candidate_core_i016_01
eligibleCoreEffectId=22:candidate_core_i016_02
visibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_02
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i016_green_150077
baseItemId=4:I016
rarity=5:green
generationVersion=1:1
rootSeed=6:150077
cultivationPotentialProfileId=33:candidate_core_profile_i016_green
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:3
statId=5:guard
statRawUnits=2:26
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:564
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:580
eligibleCoreEffectId=22:candidate_core_i016_01
eligibleCoreEffectId=22:candidate_core_i016_02
visibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_02
buildQualification=9:QiLeiOnly
",PASS
roll.I016@blue,roll_150,PASS,PASS,PASS
projection.I016@blue,projection_150,PASS,PASS,PASS
determinism.I016@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i016_blue_150078
baseItemId=4:I016
rarity=4:blue
generationVersion=1:1
rootSeed=6:150078
cultivationPotentialProfileId=32:candidate_core_profile_i016_blue
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:35
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:702
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:657
eligibleCoreEffectId=22:candidate_core_i016_01
eligibleCoreEffectId=22:candidate_core_i016_02
eligibleCoreEffectId=22:candidate_core_i016_03
visibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_02
visibleCoreEffectId=22:candidate_core_i016_03
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i016_blue_150078
baseItemId=4:I016
rarity=4:blue
generationVersion=1:1
rootSeed=6:150078
cultivationPotentialProfileId=32:candidate_core_profile_i016_blue
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:35
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:702
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:657
eligibleCoreEffectId=22:candidate_core_i016_01
eligibleCoreEffectId=22:candidate_core_i016_02
eligibleCoreEffectId=22:candidate_core_i016_03
visibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_02
visibleCoreEffectId=22:candidate_core_i016_03
buildQualification=9:FaMenOnly
",PASS
roll.I016@purple,roll_150,PASS,PASS,PASS
projection.I016@purple,projection_150,PASS,PASS,PASS
determinism.I016@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i016_purple_150079
baseItemId=4:I016
rarity=6:purple
generationVersion=1:1
rootSeed=6:150079
cultivationPotentialProfileId=34:candidate_core_profile_i016_purple
statId=8:cooldown
statRawUnits=1:2
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:40
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:909
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:892
eligibleCoreEffectId=22:candidate_core_i016_01
eligibleCoreEffectId=22:candidate_core_i016_02
eligibleCoreEffectId=22:candidate_core_i016_03
eligibleCoreEffectId=22:candidate_core_i016_04
visibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_02
visibleCoreEffectId=22:candidate_core_i016_03
visibleCoreEffectId=22:candidate_core_i016_04
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i016_purple_150079
baseItemId=4:I016
rarity=6:purple
generationVersion=1:1
rootSeed=6:150079
cultivationPotentialProfileId=34:candidate_core_profile_i016_purple
statId=8:cooldown
statRawUnits=1:2
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:40
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:909
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:892
eligibleCoreEffectId=22:candidate_core_i016_01
eligibleCoreEffectId=22:candidate_core_i016_02
eligibleCoreEffectId=22:candidate_core_i016_03
eligibleCoreEffectId=22:candidate_core_i016_04
visibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_02
visibleCoreEffectId=22:candidate_core_i016_03
visibleCoreEffectId=22:candidate_core_i016_04
buildQualification=4:None
",PASS
roll.I016@orange,roll_150,PASS,PASS,PASS
projection.I016@orange,projection_150,PASS,PASS,PASS
determinism.I016@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i016_orange_150080
baseItemId=4:I016
rarity=6:orange
generationVersion=1:1
rootSeed=6:150080
cultivationPotentialProfileId=34:candidate_core_profile_i016_orange
statId=8:cooldown
statRawUnits=1:2
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:44
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1259
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:6
eligibleCoreEffectId=22:candidate_core_i016_01
eligibleCoreEffectId=22:candidate_core_i016_02
eligibleCoreEffectId=22:candidate_core_i016_03
eligibleCoreEffectId=22:candidate_core_i016_04
eligibleCoreEffectId=28:candidate_core_i016_ultimate
visibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_02
visibleCoreEffectId=22:candidate_core_i016_03
visibleCoreEffectId=22:candidate_core_i016_04
visibleCoreEffectId=28:candidate_core_i016_ultimate
buildQualification=4:Dual
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i016_orange_150080
baseItemId=4:I016
rarity=6:orange
generationVersion=1:1
rootSeed=6:150080
cultivationPotentialProfileId=34:candidate_core_profile_i016_orange
statId=8:cooldown
statRawUnits=1:2
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:44
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1259
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:6
eligibleCoreEffectId=22:candidate_core_i016_01
eligibleCoreEffectId=22:candidate_core_i016_02
eligibleCoreEffectId=22:candidate_core_i016_03
eligibleCoreEffectId=22:candidate_core_i016_04
eligibleCoreEffectId=28:candidate_core_i016_ultimate
visibleCoreEffectId=22:candidate_core_i016_01
visibleCoreEffectId=22:candidate_core_i016_02
visibleCoreEffectId=22:candidate_core_i016_03
visibleCoreEffectId=22:candidate_core_i016_04
visibleCoreEffectId=28:candidate_core_i016_ultimate
buildQualification=4:Dual
",PASS
roll.I017@white,roll_150,PASS,PASS,PASS
projection.I017@white,projection_150,PASS,PASS,PASS
determinism.I017@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i017_white_150081
baseItemId=4:I017
rarity=5:white
generationVersion=1:1
rootSeed=6:150081
cultivationPotentialProfileId=33:candidate_core_profile_i017_white
statId=7:control
statRawUnits=1:2
statId=8:cooldown
statRawUnits=1:6
statId=5:guard
statRawUnits=2:26
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:203
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:2
eligibleCoreEffectId=22:candidate_core_i017_01
visibleCoreEffectId=22:candidate_core_i017_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i017_white_150081
baseItemId=4:I017
rarity=5:white
generationVersion=1:1
rootSeed=6:150081
cultivationPotentialProfileId=33:candidate_core_profile_i017_white
statId=7:control
statRawUnits=1:2
statId=8:cooldown
statRawUnits=1:6
statId=5:guard
statRawUnits=2:26
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:203
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:2
eligibleCoreEffectId=22:candidate_core_i017_01
visibleCoreEffectId=22:candidate_core_i017_01
buildQualification=4:None
",PASS
roll.I017@green,roll_150,PASS,PASS,PASS
projection.I017@green,projection_150,PASS,PASS,PASS
determinism.I017@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i017_green_150082
baseItemId=4:I017
rarity=5:green
generationVersion=1:1
rootSeed=6:150082
cultivationPotentialProfileId=33:candidate_core_profile_i017_green
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:5
statId=5:guard
statRawUnits=2:35
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:461
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:6
eligibleCoreEffectId=22:candidate_core_i017_01
eligibleCoreEffectId=22:candidate_core_i017_02
visibleCoreEffectId=22:candidate_core_i017_01
visibleCoreEffectId=22:candidate_core_i017_02
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i017_green_150082
baseItemId=4:I017
rarity=5:green
generationVersion=1:1
rootSeed=6:150082
cultivationPotentialProfileId=33:candidate_core_profile_i017_green
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:5
statId=5:guard
statRawUnits=2:35
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:461
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:6
eligibleCoreEffectId=22:candidate_core_i017_01
eligibleCoreEffectId=22:candidate_core_i017_02
visibleCoreEffectId=22:candidate_core_i017_01
visibleCoreEffectId=22:candidate_core_i017_02
buildQualification=4:None
",PASS
roll.I017@blue,roll_150,PASS,PASS,PASS
projection.I017@blue,projection_150,PASS,PASS,PASS
determinism.I017@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i017_blue_150083
baseItemId=4:I017
rarity=4:blue
generationVersion=1:1
rootSeed=6:150083
cultivationPotentialProfileId=32:candidate_core_profile_i017_blue
statId=7:control
statRawUnits=1:7
statId=8:cooldown
statRawUnits=1:4
statId=5:guard
statRawUnits=2:40
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:660
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:5
eligibleCoreEffectId=22:candidate_core_i017_01
eligibleCoreEffectId=22:candidate_core_i017_02
eligibleCoreEffectId=22:candidate_core_i017_03
visibleCoreEffectId=22:candidate_core_i017_01
visibleCoreEffectId=22:candidate_core_i017_02
visibleCoreEffectId=22:candidate_core_i017_03
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i017_blue_150083
baseItemId=4:I017
rarity=4:blue
generationVersion=1:1
rootSeed=6:150083
cultivationPotentialProfileId=32:candidate_core_profile_i017_blue
statId=7:control
statRawUnits=1:7
statId=8:cooldown
statRawUnits=1:4
statId=5:guard
statRawUnits=2:40
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:660
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:5
eligibleCoreEffectId=22:candidate_core_i017_01
eligibleCoreEffectId=22:candidate_core_i017_02
eligibleCoreEffectId=22:candidate_core_i017_03
visibleCoreEffectId=22:candidate_core_i017_01
visibleCoreEffectId=22:candidate_core_i017_02
visibleCoreEffectId=22:candidate_core_i017_03
buildQualification=4:None
",PASS
